event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,time_show,x_desktop,y_desktop,x_mobile,y_mobile,hashtag,tag
d20,#ม็อบ17ตุลา : สามย่านมิตรทาวน์ โดยกลุ่ม Spring Movement,d15,1,1,17-10-2563,"สามย่านมิตรทาวน์ Samyan MitrTown 
กรุงเทพมหานคร","พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรีต้องลาออก, แก้ไขรัฐธรรมนูญ, ปฏิรูปสถาบันกษัตริย์และปล่อยตัวนักกิจกรรมที่ถูกจับกุมระหว่างวันที่ 13-15 ตุลาคม 2563","1. พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรีต้องลาออก

2. แก้ไขรัฐธรรมนูญ

3. ปฏิรูปสถาบันกษัตริย์

4. ปล่อยตัวนักกิจกรรมที่ถูกจับกุมระหว่างวันที่ 13-15 ตุลาคม 2563","1,2,3,4",,,,,,,
d21,#ม็อบ17ตุลา : มข.จะไม่ทน โดย กลุ่มขอนแก่นพอกันที  กลุ่มภาคีนักเรียนKKC กลุ่มดาวดิน กลุ่มวาทีวิชาการและการปฏิวัติ กลุ่มคณะราษฎรขอนแก่น,d15,1,2,17-10-2563,"อาคารคอมเพล็กซ์ มหาวิทยาลัยขอนแก่น 
จ.ขอนแก่น",แสดงพลังประณามการใช้ความรุนแรงในการสลายการชุมนุมของรัฐ  และการจับกุมประชาชนระหว่างวันที่ 13-15 ตุลาคม 2563 และสนับสนุนข้อเรียกร้อง 3 ข้อ ของคณะประชาชนปลดแอก รวมถึงเรียกร้องให้มหาวิทยาลัยช่วยเหลือนักศึกษาที่ถูกจับกุม,"1. ประณามเหตุสลายการชุมชนที่แยกปทุมวัน 

2.เรียกร้องให้ปล่อยตัวผู้ถูกจับกุมคุมขังและดำเนินคดีทั้งหมด 

3.สนับสนุนข้อเรียกร้อง 3 ข้อ คือ ประยุทธ์ลาออก ร่างรัฐธรรมนูญใหม่ และปฎิรูปสถาบันกษัตริย์

4.เรียกร้องให้มหาวิทยาลัยให้ความช่วยเหลือต่อกรณีที่มีนักศึกษาถูกควบคุมตัว","1,2,3,4",,,,,,,
d22,#ม็อบ17ตุลา : อุบลบ่ทนแล้ว,d15,1,2,17-10-2563,"ศาลหลักเมือง จังหวัดอุบลราชธานี 
จ.อุบลราชธานี",แสดงจุดยืนไม่เห็นด้วยกับการใช้ความรุนแรงสลายการชุมนุมเมื่อวันที่ 16 ต.ค. 63 ที่แยกปทุมวัน ,-,1,,,,,,,
d23,การชุมนุม #17ตุลา โดยกลุ่มเครือข่ายคนรุ่นใหม่นนทบุรี และ นนทบุรีปลดแอก,d15,1,2,17-10-2563,"สถานีรถไฟฟ้า MRT เชิงสะพานพระนั่งเกล้า
กรุงเทพมหานคร",รวมตัวกันชู 3 นิ้ว ขับไล่ พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี เพื่อให้ลาออกจากตำแหน่ง พร้อมปราศรัยประณามการสั่งการให้มีการสลายการชุมนุมที่แยกปทุมวัน,เรียกร้องให้ปล่อยตัวประชาชนที่ถูกจับกุมตัวอยู่ในขณะนี้,"1,2",,,,,,,
d24,กลุ่มนักศึกษารวมตัวร่วมทำกิจกรรมเชิงสัญลักษณ์,d15,1,1,17-10-2563,"ลานพ่อขุน มหาวิทยาลัยรามคำแหง
กรุงเทพมหานคร",เพื่อแสดงสัญลักษณ์ เรียกร้องให้รัฐบาลลาออก และแก้ไขรัฐธรรมนูญ และสวมใส่ชุดสีดำเป็นการไว้ทุกข์ให้กับรัฐบาลที่สลายการชุมนุมของกลุ่มคณะราษฎร์เมื่อวานที่ 16 ต.ค. บริเวณแยกปทุมวัน,"1. พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรีต้องลาออก

2. แก้ไขรัฐธรรมนูญ","1,2,3",,,,,,,
d25,การชุมนุม #17ตุลา,d15,1,2,17-10-2563,"หน้าคณะนิติศาสตร์ ม.อ.หาดใหญ่
จ.สงขลา",พูดถึงและแสดงจุดยืนต่อความรุนแรงที่เกิดขึ้นจากเหตุการณ์ม็อบที่กรุงเทพฯ ที่ถูกเจ้าหน้าที่ใช้รถน้ำแรงดันสูงฉีดเพื่อให้สลายการชุมนุม,"1.ขอให้ยุติการใช้ความรุนแรงโดยอำนาจรัฐบาลที่กระทำเกินกว่าเหตุในการสลายการชุมนุมของนักเรียน นักศึกษาและประชาชน บริเวณสี่แยกปทุมวัน ซึ่งชุมนุมโดยสันติวิธี และใช้เสรีภาพของประชาชน ในการแสดงความคิดเห็นภายใต้กฎหมายรัฐธรรมนูญแห่งราชาอาณาจักรไทย

2.ขอเรียกร้องให้รัฐบาลรับฟังและพิจารณาข้อเรียกร้องของ นักเรียน นักศึกษา และประชาชน และหาทางออกโดยสันติวิธี เพื่อให้ผ่านพ้นวิกฤติทางการเมือง และวิกฤติเศรษฐกิจ

3.ขอให้รัฐบาลเป็นผู้ปกป้อง คุ้มครองและไม่ละเมิด สิทธิและเสรีภาพของประชาชน ตามรัฐธรรมนูณทุกกรณี","1,2,3,4",,,,,,,
d26,"การชุมนุม #17ตุลา

ม็อบเยาวชน ยึดหาดพัทยา ชุมนุมขับไล่ลุงตู่",d15,1,1,17-10-2563,"บริเวณท่าเทียบเรือท่องเที่ยวพัทยาใต้ (แหลมบาลีฮาย) เมืองพัทยา 
จ.ชลบุรี ",เรียกร้องเรื่องสิทธิ ความเท่าเทียม พร้อมประกาศขับไล่รัฐบาลเผด็จการ ,-,"1,2",,,,,,,
d27,"การชุมนุม #17ตุลา

แฟลชม็อบนครปฐม",d15,1,2,17-10-2563,"ถนนเลียบคลองเจดีย์บูชา (ถนนคนเดิน) ข้างวัดพระงาม  อำเภอเมือง 
จ.นครปฐม",เรียกร้องประชาธิปไตย ประณามความรุนแรงจากการสลายการชุมนุม  พูดถึงเรื่องการยกเลิก มาตรา 112  การเรียกร้องสิทธิและเสรีภาพให้เท่าเทียมกัน ตลอดจนการขับไล่นายกรัฐมนตรี,-,"1,2,3,4",,,,,,,
d28,การชุมนุม #17ตุลา โดยกลุ่มนักศึกษาผู้สนับสนุนประชาธิปไตยมหาวิทยาลัยแม่ฟ้าหลวง,d15,1,1,17-10-2563,"บริเวณลานดาว มหาวิทยาลัยแม่ฟ้าหลวง 
จ.เชียงราย",ปราศรัยแสดงจุดยืนและมีการจุดเทียนแสดงสัญลักษณ์ พร้อมออกแถลงการณ์ไม่เห็นด้วยกับการสลายการชุมนุม,"ข้อเรียกร้อง 3 ข้อ

1.ปล่อยตัวแกนนำและผู้ชุมนุมที่ถูกจับกุมทั้งหมด

2.ห้ามไม่ให้มีการทำรัฐประหาร

3.หยุดคุกคามประชาชน",1,,,,,,,
d29,การชุมนุม #17ตุลา “ฉันจิบ่ทน”,d15,1,2,17-10-2563,"ลานศิลปวัฒนธรรมหรือลานหมอลำ บริเวณประตู 4 มหาวิทยาลัยเทคโนโลยีสุรนารี (มทส.) 
จ.นครราชสีมา",แสดงออกเชิงสัญลักษณ์และประณามความรุนแรงของเจ้าหน้าที่ที่กระทำต่อผู้ชุมนุม,"1. นายกรัฐมนตรีลาออก 

2. ปล่อยตัวมวลชนที่ถูกจับโดยไม่มีเงื่อนไข","1,2",,,,,,,
d30,"การชุมนุม #17ตุลา
",d15,1,2,17-10-2563,"บริเวณหน้าศาลากลางจังหวัดกาฬสินธุ์ (หลังเก่า)
จ.กาฬสินธุ์ ",โจมตีพลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรี โดยเฉพาะด้านเศรษฐกิจ,"1. หยุดทำร้ายประชาชน 

2. ปล่อยเพื่อนเรา","1,2",,,,,,,
d31,กิจกรรมกฐินโบว์ขาวต้านเผด็จการ โดย กลุ่มเสรีประชาธิปไตยเยาวชนอุดร กลุ่มเยาวชนปลดแอกอุดรธานี และประชาชน,d15,1,2,17-10-2563,"ลานน้ำพุ สนามทุ่งศรีเมืองอุดรธานี 
จ.อุดรธานี",ร่วมกันแสดงออกถึงความไม่พอใจในการสลายการชุมนุมของกลุ่มผู้ชุมนุมที่แยกปทุมวัน กรุงเทพมหานคร และเชิญชวนให้ประชาชนมาร่วมขับไล่รัฐบาล รวมถึงแสดงสัญลักษณ์ในการเรียกร้องให้เลิกใช้ความรุนแรงกับผู้ชุมนุม ,-,"1,2",,,,,,,
d32,การชุมนุม #17ตุลา โดยกลุ่มเยาวชนปลดแอก กลุ่มสหพันธ์นักเรียนนครสวรรค์,d15,1,1,17-10-2563,"บริเวณลานอเนกประสงค์บ่อบำบัดน้ำเสีย เทศบาลนครนครสวรรค์ ถนนริมเขื่อน ตำบลปากน้ำโพ อำเภอเมือง
จ.นครสวรรค์",เพื่อประท้วงรัฐบาล ,"ข้อเรียกร้อง 3 ข้อ

1. ให้รัฐบาลยุบสภา 

2. หยุดคุกคามประชาชน

3. ร่างรัฐธรรมนูญใหม่","1,2,3",,,,,,,
d33,การชุมนุม #17ตุลา โดยกลุ่มอุตรดิตถ์ไม่เอาเผด็จการ,d15,1,1,17-10-2563,"ลานอเนกประสงค์ริมน่าน อ.เมือง
จ.อุตรดิตถ์",เพื่อส่งใจไปยังกรุงเทพฯ โดยมีการชูสามนิ้ว ไม่เห็นด้วยกับการสลายการชุมนุมที่แยกปทุมวัน มีการปราศรัยประณามการใช้ความรุนแรงกับผู้ชุมนุม,-,1,,,,,,,
d34,"กิจกรรม ""มพ.บ่าเอาคิง"" โดยกลุ่มนิสิตมหาวิทยาลัยพะเยา",d15,1,1,17-10-2563,"ลานสมเด็จพระนเรศวรมหาราช หน้ามหาวิทยาลัยพะเยา
จ.พะเยา",แสดงจุดยืนว่าจะอยู่เคียงข้างประชาชน และประณามการใช้ความรุนแรงในการสลายการชุมนุมและการคุกคามประชาชนผู้เป็นเจ้าของประเทศ ให้กำลังใจกับผู้ที่กำลังชุมนุมในส่วนกลางให้ประสบความสำเร็จ,เรียกร้องให้ผู้มีส่วนเกี่ยวข้องยุติการใช้ความรุนแรง อันเป็นการกระทำโดยการใช้กฎหมายในการกำจัดสิทธิและเสรีภาพขอประชาชน,1,,,,,,,
d35,การชุมนุม #17ตุลา โดยกลุ่มเยาวชนใน อ.เชียงคำ,d15,1,1,17-10-2563,"สวนสุขภาพ 100 ปี เชียงคำ อ.เชียงคำ 
จ.พะเยา",แสดงจุดยืนคัดค้านการใช้ความรุนแรงในการปราบปรามและคุกคามประชาชน จากกรณีการสลายชุมนุมกลุ่มนักเรียน นักศึกษาในช่วงค่ำคืนวันที่ 16 ต.ค.,-,1,,,,,,,
d36,การชุมนุม #17ตุลา,d15,1,2,17-10-2563,"หน้าโรงเรียนพิริยาลัย 
จังหวัดแพร่",แสดงพลังทางการเมือง,"1. เรียกร้องให้ พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรี และ รมว.กลาโหม ลาออก

2. หยุดทำร้ายประชาชนที่มาชุมนุมแสดงความเห็นต่าง","1,2",,,,,,,
d37,การชุมนุม #17ตุลา โดยกลุ่มนักศึกษา มช. และประชาชน ,d15,1,2,17-10-2563,"ลานสนามกีฬาภายในมหาวิทยาลัยเชียงใหม่
จ.เชียงใหม่",แสดงความคิดเห็นและแสดงออกเชิงสัญลักษณ์เกี่ยวกับการเมือง,เรียกร้องให้รัฐบาล ยุติการใช้ความรุนแรงและหยุดคุกคามประชาชน รวมทั้งได้มีการเรียกร้องให้ปล่อยตัว 2 แกนนำ ที่ถูกควบคุมตัวมาดำเนินคดีที่จังหวัดเชียงใหม่,"1,2",,,,,,,
d38,การชุมนุม #17ตุลา,d15,1,2,17-10-2563,"ณ สวนใหม่ บริเวณลานสเก็ตบอร์ด
จังหวัดสุรินทร์",สนับสนุนประชาธิปไตย ต่อต้านเผด็จการ,-,"1,2",,,,,,,
d39,การชุมนุม #17ตุลา,d15,1,2,17-10-2563,"บริเวณวงเวียนพะยูน หน้าสวนทับเที่ยง
จ.ตรัง",พูดถึงถึงประเด็นการสลายการชุมชุม ที่ กทม. เมื่อคืนวันที่ 16 ตุลาคม 2563 ที่ผ่านมา ว่าไม่ถูกต้อง ผิดหลักสากล,เรียกร้องให้ พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี หยุดคุกคามประชาชน,1,,,,,,,
d40,#ม็อบ18ตุลา: 18ตุลาไปอนุสาวรีย์ชัย,d15,1,2,18-10-2563,"อนุสาวรีย์ชัยสมรภูมิ
กรุงเทพมหานคร",เรียกร้องและกดดันให้เจ้าหน้าที่ปล่อยตัวแกนนำที่ถูกจับกุมไปดำเนินคดีทั้งหมด และยืนยันข้อเรียกร้อง 3 ข้อ,"1. ปล่อยตัวแกนนำที่ถูกจับกุมไปดำเนินคดีทั้งหมด 

2. ยืนยันข้อเรียกร้อง 3 ข้อ ได้แก่ 

1. นายกลาออก 

2. แก้รัฐธรรมนูญ 

3. ปฏิรูปสถาบันกษัตริย์","1,2,3,4",,,,,,,
d41,#ม็อบ18ตุลา : แยกอโศก,d15,1,2,18-10-2563,"แยกอโศก
กรุงเทพมหานคร",เรียกร้องตามข้อเรียกร้อง 3 ข้อ คือ นายกลาออก แก้ไขรัฐธรรมนูญและปฏิรูปสถาบันกษัตริย์ รวมทั้งประณามการใช้ความรุนแรงของเจ้าหน้าที่ที่สลายการชุมนุมเมื่อวันที่ 16 ตุลาคม แยกปทุมวัน และเรียกร้องให้ปล่อยตัวผู้ชุมนุมทุกคนที่ถูกจับ ,"1. ปล่อยตัวแกนนำที่ถูกจับกุมไปดำเนินคดีทั้งหมด 

2. ยืนยันข้อเรียกร้อง 3 ข้อ ได้แก่ 

1. นายกลาออก 

2. แก้รัฐธรรมนูญ 

3. ปฏิรูปสถาบันกษัตริย์","1,2,3,4",,,,,,,
d42,"#ม็อบ18ตุลา : พระประแดง
",d15,1,2,18-10-2563,"สามแยกประแดง 
จ.สมุทรปราการ","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล",-,"1,2,3",,,,,,,
d43,#ม็อบ18ตุลา : ม.นเรศวร โดยกลุ่ม Nu-Movement,d15,1,1,18-10-2563,"ลานอเนกประสงค์ (ลานแอโรบิค) มหาวิทยาลัยนเรศวร
จ.พิษณุโลก",ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และเรียกร้องให้ปล่อยตัวประชาชน,-,1,,,,,,,
d44,#ม็อบ18ตุลา : #18ตุลาไปม็อบลานจันท์,d15,1,2,18-10-2563,"ลานกีฬาคนรักจันท์ 
จ.จันทบุรี",ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และเรียกร้องให้ปล่อยตัวประชาชน,-,"1,2",,,,,,,
d45,#ม็อบ18ตุลา : ฉะเชิงเทรา,d15,1,2,18-10-2563,"ศาลากลาง 
จ.ฉะเชิงเทรา",เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และปฏิรูปสถาบันกษัตริย์,-,"1,2,3,4",,,,,,,
d46,#ม็อบ18ตุลา : พุทธมณฑลสายสี่,d15,1,2,18-10-2563,"แยกพุทธมณฑลสาย 4 
จ.สมุทรสาคร",เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และปฏิรูปสถาบันกษัตริย์,-,"1,2,3,4",,,,,,,
d47,#ม็อบ18ตุลา : สระบุรีไม่เอาเผด็จการ,d15,1,2,18-10-2563,"จุดพักรถบายพาส 
จ.สระบุรี",ออกมาร่วมกันต้านเผด็จการ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,-,"1,2",,,,,,,
d48,#ม็อบ18ตุลา : ม.ทักษิณ,d15,1,2,18-10-2563,"มหาวิทยาลัยทักษิณ 
จ.สงขลา",ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และเรียกร้องให้ปล่อยตัวประชาชน,-,"1,2",,,,,,,
d49,#ม็อบ18ตุลา : ศรีสะเกษจะไม่ทน,d15,1,2,18-10-2563,"ศาลหลักเมือง 
จ.ศรีสะเกษ",เพื่อแสดงความไม่พอใจต่อการใช้ความรุนแรงต่อผู้ชุมนุมโดยสงบปราศจากอาวุธ,-,1,,,,,,,
d50,#ม็อบ18ตุลา : ระยอง,d15,1,2,18-10-2563,"สวนสุขภาพเทศบาลเมืองบ้านฉาง 
จ.ระยอง",เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และปฏิรูปสถาบันกษัตริย์,-,"1,2,3,4",,,,,,,
d51,"กิจกรรม “และแล้วผองเพื่อนก็เคลื่อนพล” โดย กลุ่มดาวดิน,ขอนแก่นพอกันที และภาคีนักเรียน KKC ",d15,1,2,18-10-2563,"อนุสาวรีย์ประชาธิปไตยขอนแก่น 
จ.ขอนแก่น",เพื่อเรียกร้องตามข้อเรียกร้อง 3 ข้อ,"1. นายกรัฐมนตรีลาออก 

2. เปิดประชุมสภาสมัยวิสามัญเพื่อยกร่างแก้ไขรัฐธรรมนูญ 

3.ปฏิรูปสถาบันกษัตริย์ 

และปล่อยนักกิจกรรมทางการเมืองที่อยู่ในเรือนจำ","1,2,3,4",,,,,,,
d52,#ม็อบ18ตุลา : เชียงใหม่,d15,1,2,18-10-2563,"ศาลช้าง ศาลาอ่างแก้ว 
จ.เชียงใหม่",เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และเรียกร้องให้มหาวิทยาลัยออกมาปกป้องนักศึกษา,"แถลงการณ์เรียกร้องต่อผู้บริหารมหาวิทยาลัยเชียงใหม่
 
1. ผู้บริหารมหาวิทยาลัยเชียงใหม่ ต้องแถลงการณ์แสดงจุดยืนในการให้ความช่วยเหลือนักศึกษาที่ถูกควบคุมตัว,ออกหมายจับและถูกดำเนินคดีทางการเมืองผ่านสื่อ

2. มหาวิทยาลัยเชียงใหม่ จะต้องรับประกันความปลอดภัยของนักศึกษาทุกคนที่ร่วมกันจัดกิจกรรมขับเคลื่อนทางการเมืองภายในมหาวิทยาลัยจากการคุกคามของเจ้าหน้าที่รัฐ ","1,2,3",,,,,,,
d53,#ม็อบ18ตุลา : อิมพีเรียลเวิลด์ สำโรง,d15,1,2,18-10-2563,"อิมพีเรียลเวิลด์ สำโรง 
จ.สมุทรปราการ",เรียกร้องแก้ไขรัฐธรรมนูญ ปฏิรูปสถาบันกษัตริย์ และขับไล่รัฐบาล หรือบุคคลในรัฐบาล,-,"1,2,3,4",,,,,,,
d54,#ม็อบ18ตุลา : สิงห์บุรีไม่เป็นขี้ข้าเผด็จการ,d15,1,2,18-10-2563,"ศาลหลักเมือง 
จ.สิงห์บุรี",เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และปฏิรูปสถาบันกษัตริย์,-,"1,2,3,4",,,,,,,
d55,#ม็อบ18ตุลา : เอาเสรีภาพกูคืนมา โดยกลุ่มเยาวชน นิสิต นักศึกษามหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ในนามกลุ่ม Korat No เผด็จการ,d15,1,2,18-10-2563,"คุรุสัมมนาคาร มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน 
จ.นครราชสีมา",ร่วมแสดงความคิดเห็นและแสดงจุดยืนทางเสรีภาพ ต่อต้านการใช้ความรุนแรง ประณามการที่รัฐบาลใช้ความรุนแรงในการยุติการชุมนุม พร้อมเรียกร้องให้รัฐบาลหยุดคุกคามประชาชน รวมถึงเรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และปฏิรูปสถาบันกษัตริย์,"1. เรียกร้อง 3 ข้อ ประกอบด้วย “ 1. ประยุทธ์ จันทร์โอชา และพรรคพวกจะต้องลาออกจากตำแหน่ง , 2.จะต้องมีการร่างรัฐธรรมนูญใหม่โดยภาคประชาชน และ 3.ยุบสภา ประยุทธ์ต้องลาออก ส.ว.ต้องลาออก  

2.  ขอประณามการที่รัฐบาลใช้ความรุนแรงในการยุติการชุมชน พร้อมเรียกร้องให้รัฐบาลหยุดคุกคามประชาชน

3. เรียกร้องให้ปล่อยตัวแกนนำทุกคนที่ถูกจับกุมไปทันที โดยไม่มีเงื่อนไข","1,2,3",,,,,,,
d56,#ม็อบ18ตุลา : สามแยกบางใหญ่,d15,1,2,18-10-2563,"เซ็นทรัลพลาซา เวสต์เกต 
จ.นนทบุรี",เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และปฏิรูปสถาบันกษัตริย์,-,"1,2,3,4",,,,,,,
d57,#ม็อบ18ตุลา : ปราจีนบุรีไม่เอาเผด็จการ,d15,1,2,18-10-2563,"ศาลากลางจังหวัดปราจีนบุรีหลังเก่า 
จ.ปราจีนบุรี",เรียกร้องแก้ไขรัฐธรรมนูญ และขับไล่รัฐบาล หรือบุคคลในรัฐบาล,-,"1,2,3",,,,,,,
d58,#ม็อบ18ตุลา : อยุธยาไม่เอาเผด็จการ,d15,1,2,18-10-2563,"สะพานปรีดีธำรงค์ 
จ.พระนครศรีอยุธยา ",เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และปฏิรูปสถาบันกษัตริย์,-,"1,2,3,4",,,,,,,
d59,#ม็อบ18ตุลา : ชลบุรี,d15,1,2,18-10-2563,"สี่แยกปากร่วม บ่อวิน 
จ.ชลบุรี",เรียกร้องแก้ไขรัฐธรรมนูญ และขับไล่รัฐบาล หรือบุคคลในรัฐบาล,-,"1,2,3",,,,,,,
d60,#ม็อบ18ตุลา : สุพรรณจะไม่ทน,d15,1,2,18-10-2563,"หอคอยบรรหาร-แจ่มใส 
จ.สุพรรณบุรี",เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล ปฏิรูปสถาบันกษัตริย์ และเรียกร้องให้พรรคชาติพัฒนาออกจากพรรคร่วมรัฐบาล,-,"1,2,3,4",,,,,,,
d61,#ม็อบ18ตุลา : ฟิวเจอร์รังสิต,d15,1,2,18-10-2563,"ฟิวเจอร์พาร์ค รังสิต 
จ.ปทุมธานี",เพื่อเรียกร้อง 4 ข้อ ,"ข้อเรียกร้อง 4 ข้อ

1. ให้นายกฯ ลาออก

2. ไม่เอารัฐประหาร

3. ไม่เอารัฐบาลแห่งชาติ

4. ปฏิรูปสถาบันกษัตริย์","1,2,4",,,,,,,
d62,การชุมนุม #19ตุลา,d15,1,2,19-10-2563,"หน้าเรือนจำพิเศษกรุงเทพฯ
กรุงเทพมหานคร",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d63,การชุมนุม #19ตุลา,d15,1,2,19-10-2563,"แยกเกษตร
กรุงเทพมหานคร",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d64,การชุมนุม #19ตุลา,d15,1,2,19-10-2563,"นนทบุรี MRT กระทรวงสาธารณสุข
กรุงเทพมหานคร",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d65,การชุมนุม #19ตุลา,d15,1,2,19-10-2563,"พระราชวังสนามจันทร์
จ.นครปฐม",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d66,#ม็อบ19ตุลา : ม็อบก้านกล้วย โดยแนวร่วมนักเรียนเชียงใหม่เพื่อประชาธิปไตย,d15,1,1,19-10-2563,"อนุสาวรีย์สามกษัตริย์
จ.เชียงใหม่ ",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d67,การชุมนุม #19ตุลา,d15,1,2,19-10-2563,"มหาวิทยาลัยราชภัฏบุรีรัมย์
จ.บุรีรัมย์",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d68,การชุมนุม #19ตุลา,d15,1,2,19-10-2563,"สวนสุขภาพเทศบาลเมือง
จ.มหาสารคาม ",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d69,การชุมนุม #19ตุลา,d15,1,2,19-10-2563,"หน้าคอมเพล็กซ์
จ.ขอนแก่น ",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d70,"การชุมนุม #19ตุลา

#ม็อบ19ตุลา : อุบลแสดงพลัง",d15,1,2,19-10-2563,"สวนสาธารณะห้วยม่วง
จ.อุบลราชธานี",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d71,"การชุมนุม  #19ตุลา ""บึงกาฬสิบ่ทน"" โดยกลุ่มเยาวชนประชาธิปไตยบึงกาฬ และคณะราษฎรบึงกาฬ",d15,1,2,19-10-2563,"บริเวณศาลาริมแม่น้ำโขง ถ.ข้าวเม่า ในเขตเทศบาลเมืองบึงกาฬ อ.เมืองบึงกาฬ 
จ.บึงกาฬ",แสดงพลังทวงคืนประชาธิปไตย เรียกร้องให้ พลเอกประยุทธ จันทร์โอชา นายกรัฐมนตรี ลาออก หรือยุบสภา เพื่อให้มีการเลือกตั้งใหม่,"1. นายกรัฐมนตรีต้องลาออกจากตำแหน่ง 

2. ร่างรัฐธรรมนูญใหม่ที่มาจากประชาชน 

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,,,,,,
d72,การชุมนุม #20ตุลา,d15,1,2,20-10-2563,"รถไฟฟ้าทุกสถานี 
กรุงเทพมหานคร",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d73,การชุมนุม #20ตุลา,d15,1,2,20-10-2563,"หน้าห้างเซ็นทรัลปิ่นเกล้า
กรุงเทพมหานคร",แสดงพลังต่อต้านเผด็จการ และเรียกร้องประชาธิปไตย,-,"1,2",,,,,,,
d74,"การชุมนุม #20ตุลา
#ม็อบ20ตุลา : บางแค",d15,1,2,20-10-2563,"หน้าห้างเดอะมอลล์บางแค
กรุงเทพมหานคร","ขับไล่รัฐบาล หรือบุคคลในรัฐบาล
",-,"1,2",,,,,,,
d75,#ม็อบ20ตุลา : เครือข่ายแรงงานเพื่อสิทธิประชาชน,d15,1,2,20-10-2563,"ฟิวเจอร์พาร์ค รังสิต 
จ.ปทุมธานี",ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,-,"1,2",,,,,,,
